,College Name,Location,Accreditation,CD Rank,Courses,B.sc Fees,Review,Rating,URL
3209,"Sidho Kanho Birsha University-[SKBU], Purulia"," Purulia, West Bengal",UGC Approved,#3210,B.Sc,"₹ 5,820",62,3,/university/54861-sidho-kanho-birsha-universityskbu-purulia
3210,"Pandit Deendayal Upadhyaya Shekhawati University - [PDUSU], Sikar"," Sikar, Rajasthan",UGC Approved,#3211,B.Sc,--,55,3,/university/54863-pandit-deendayal-upadhyaya-shekhawati-university-pdusu-sikar
3211,"Christian College, Bangalore"," Bangalore, Karnataka","INC, KNC Approved",#3212,B.Sc,--,22,3,/college/54870-christian-college-bangalore
3212,"Walchand College of Arts and Science-[WCAS], Solapur"," Solapur, Maharashtra","AICTE, UGC Approved",#3213,B.Sc,"₹ 61,034",Null,Null,/college/54888-walchand-college-of-arts-and-sciencewcas-solapur
3213,"Institute of Science, Nagpur"," Nagpur, Maharashtra",UGC Approved,#3214,B.Sc,"₹ 3,225",32,3,/college/54909-institute-of-science-nagpur
3214,"Chettinad Academy of Research and Education, Chennai"," Chennai, Tamil Nadu","AICTE, COA, PCI, MCI, BCI Approved",#3215,B.Sc,"₹ 1,00,000",25,4,/university/54944-chettinad-academy-of-research-and-education-chennai
3215,"Vivekanand Arts, Sardar Dalip Singh Commerce and Science College, Aurangabad"," Aurangabad, Maharashtra",Null,#3216,B.Sc,"₹ 2,040",15,3,/college/54953-vivekanand-arts-sardar-dalip-singh-commerce-and-science-college-aurangabad
3216,"Indian Institute of Bartending - [IIBT], Chennai"," Chennai, Tamil Nadu",Null,#3217,B.Sc,--,Null,Null,/college/55073-indian-institute-of-bartending-iibt-chennai
3217,"Maulana Azad National Urdu University,  Directorate of Distance Education, Hyderabad"," Hyderabad, Telangana","NCTE, UGC Approved",#3218,B.Sc,"₹ 6,500",2,4,/college/55122-maulana-azad-national-urdu-university-directorate-of-distance-education-hyderabad
3218,"Institute of Distance Education, Rajiv Gandhi University, Itanagar"," Itanagar, Arunachal Pradesh",DEB Approved,#3219,B.Sc,--,Null,Null,/college/55123-institute-of-distance-education-rajiv-gandhi-university-itanagar
3219,"Dr. CV Raman University, Institute of Open and Distance Education, Bilaspur"," Bilaspur, Chhattisgarh","UGC, DEB Approved",#3220,B.Sc,"₹ 18,500",2,3,/college/55129-dr-cv-raman-university-institute-of-open-and-distance-education-bilaspur
3220,"Dravidian University, Directorate of Distance Education - [DDE], Kuppam"," Kuppam, Andhra Pradesh","UGC, DEB Approved",#3221,B.Sc,"₹ 4,600",2,3,/college/55132-dravidian-university-directorate-of-distance-education-dde-kuppam
3221,"Sri Venkateswara University, Directorate of Distance Education, Tirupati"," Tirupati, Andhra Pradesh","UGC, DEB Approved",#3222,B.Sc,"₹ 7,000",20,3,/college/55135-sri-venkateswara-university-directorate-of-distance-education-tirupati
3222,"SNDP Yogam Arts and Science College Pulpally, Wayanad"," Wayanad, Kerala",AICTE Approved,#3223,B.Sc,"₹ 22,500",3,2,/college/55169-sndp-yogam-arts-and-science-college-pulpally-wayanad
3223,"Government Arts & Science College, Kozhikode"," Kozhikode, Kerala",Null,#3224,B.Sc,"₹ 71,700",13,3,/college/55174-government-arts-and-science-college-kozhikode
3224,"Assabah Arts and Science College, Malappuram"," Malappuram, Kerala",UGC Approved,#3225,B.Sc,"₹ 71,700",12,3,/college/55176-assabah-arts-and-science-college-malappuram
3225,"Nirmala College Of Arts And Science, Chalakkudy, Thrissur"," Thrissur, Kerala",Null,#3226,B.Sc,"₹ 1,21,200",17,3,/college/55178-nirmala-college-of-arts-and-science-chalakkudy-thrissur
3226,"H.M College of Science and Technology Manjeri, Malappuram"," Malappuram, Kerala",Null,#3227,B.Sc,"₹ 71,700",1,2,/college/55180-hm-college-of-science-and-technology-manjeri-malappuram
3227,"Christ Nagar College - [CNC] Maranalloor, Trivendrum"," Trivendrum, Kerala",Null,#3228,B.Sc,"₹ 67,500",20,3,/college/55181-christ-nagar-college-cnc-maranalloor-trivendrum
3228,"Government College, Chittur"," Chittur, Kerala",Null,#3229,B.Sc,"₹ 71,700",17,3,/college/55184-government-college-chittur
3229,"Government Arts and Science College, Kondotty, Malappuram"," Malappuram, Kerala",Null,#3230,B.Sc,"₹ 71,700",6,3,/college/55186-government-arts-and-science-college-kondotty-malappuram
3230,"Government College, Attingal, Thiruvananthapuram"," Thiruvananthapuram, Kerala",Null,#3231,B.Sc,"₹ 2,615",3,3,/college/55188-government-college-attingal-thiruvananthapuram
3231,"Al Jamia Arts And Science College, Malappuram"," Malappuram, Kerala",Null,#3232,B.Sc,"₹ 1,21,200",9,3,/college/55192-al-jamia-arts-and-science-college-malappuram
3232,"Government College, Nedumangad"," Nedumangad, Kerala",Null,#3233,B.Sc,"₹ 3,160",5,3,/college/55193-government-college-nedumangad
3233,"Alphonsa Arts & Science College, Sulthan Batheri"," Sulthan Batheri, Kerala",Null,#3234,B.Sc,"₹ 71,700",3,3,/college/55194-alphonsa-arts-and-science-college-sulthan-batheri
3234,"College of Applied Science Attappadi, Palakkad"," Palakkad, Kerala",Null,#3235,B.Sc,"₹ 1,06,770",Null,Null,/college/55195-college-of-applied-science-attappadi-palakkad
3235,"College Of Applied Science Ayalur, Palakkad"," Palakkad, Kerala",Null,#3236,B.Sc,"₹ 31,400",4,3,/college/55197-college-of-applied-science-ayalur-palakkad
3236,"Jm College Of Arts And Science Parannekad, Tirur"," Tirur, Kerala",Null,#3237,B.Sc,"₹ 71,700",3,3,/college/55202-jm-college-of-arts-and-science-parannekad-tirur
3237,"AMSTECK Arts & Science College, Kannur"," Kannur, Kerala",Null,#3238,B.Sc,--,Null,Null,/college/55204-amsteck-arts-and-science-college-kannur
3238,"Govt. College Mananthavady, Wayanad"," Wayanad, Kerala",Null,#3239,B.Sc,"₹ 5,160",7,4,/college/55205-govt-college-mananthavady-wayanad
3239,"College Of Applied Science Chelakkara, Thrissur"," Thrissur, Kerala",Null,#3240,B.Sc,"₹ 31,400",5,3,/college/55208-college-of-applied-science-chelakkara-thrissur
3240,"M.S.T.M Arts & Science College - [MSTM], Perinthalmanna"," Perinthalmanna, Kerala",Null,#3241,B.Sc,"₹ 71,700",8,3,/college/55215-mstm-arts-and-science-college-mstm-perinthalmanna
3241,"Don Bosco College Mannuthy, Thrissur"," Thrissur, Kerala",AICTE Approved,#3242,B.Sc,--,5,3,/college/55220-don-bosco-college-mannuthy-thrissur
3242,"Government College Kattappana, Idukki"," Idukki, Kerala",Null,#3243,B.Sc,"₹ 1,000",5,3,/college/55223-government-college-kattappana-idukki
3243,"T.M. Jacob Memorial Government College Manimalakunnu, Ernakulam"," Ernakulam, Kerala",Null,#3244,B.Sc,"₹ 4,465",3,4,/college/55226-tm-jacob-memorial-government-college-manimalakunnu-ernakulam
3244,"Blossom Arts and Science College, Malappuram"," Malappuram, Kerala",AICTE Approved,#3245,B.Sc,"₹ 71,700",7,3,/college/55227-blossom-arts-and-science-college-malappuram
3245,"Bafakhy Yatheem Khana Arts and Science College For Women - [BYKAS], Malappuram"," Malappuram, Kerala",Null,#3246,B.Sc,"₹ 71,700",Null,Null,/college/55229-bafakhy-yatheem-khana-arts-and-science-college-for-women-bykas-malappuram
3246,"ITM College of Arts & Science - [ITMCAS] Mayyil, Kannur"," Kannur, Kerala",AICTE Approved,#3247,B.Sc,"₹ 22,500",10,3,/college/55231-itm-college-of-arts-and-science-itmcas-mayyil-kannur
3247,"Malabar College Of Advanced Studies - [MCAS] Vengara, Malappuram"," Malappuram, Kerala",UGC Approved,#3248,B.Sc,"₹ 1,16,700",11,3,/college/55232-malabar-college-of-advanced-studies-mcas-vengara-malappuram
3248,"University of Kerala, School of Distance Education, Thiruvananthapuram"," Thiruvananthapuram, Kerala","AICTE, UGC, DEB Approved",#3249,B.Sc,"₹ 5,045",26,3,/college/55241-university-of-kerala-school-of-distance-education-thiruvananthapuram
3249,"Kannur University, School of Distance Education, Kannur"," Kannur, Kerala",DEB Approved,#3250,B.Sc,"₹ 1,750",28,3,/college/55251-kannur-university-school-of-distance-education-kannur
3250,"Kerala Veterinary and Animal Sciences University, Distance Learning - [KVASU-DL] Pookode, Wayanad"," Wayanad, Kerala",ICAR Approved,#3251,B.Sc,"₹ 28,850",1,5,/college/55255-kerala-veterinary-and-animal-sciences-university-distance-learning-kvasudl-pookode-wayanad
3251,"MIC Arts and Science College Athanikkal, Malappuram"," Malappuram, Kerala",Null,#3252,B.Sc,"₹ 1,16,700",5,4,/college/55260-mic-arts-and-science-college-athanikkal-malappuram
3252,"Milad-E-Sherief Memorial College Kayamkulam, Alappuzha"," Alappuzha, Kerala",Null,#3253,B.Sc,"₹ 67,500",12,3,/college/55264-miladesherief-memorial-college-kayamkulam-alappuzha
3253,"Met'S College Of Advanced Studies, Thrissur"," Thrissur, Kerala",Null,#3254,B.Sc,"₹ 71,700",1,3,/college/55268-mets-college-of-advanced-studies-thrissur
3254,"Mannam Memorial N.S.S College, Kottayam"," Kottayam, Kerala",Null,#3255,B.Sc,"₹ 22,500",5,3,/college/55272-mannam-memorial-nss-college-kottayam
3255,"Nethaji Memorial Arts And Science College Nemmara, Palakkad"," Palakkad, Kerala",Null,#3256,B.Sc,"₹ 1,16,700",4,3,/college/55276-nethaji-memorial-arts-and-science-college-nemmara-palakkad
3256,"Mar Athanasius College, Kothamangalam"," Kothamangalam, Kerala",Null,#3257,B.Sc,"₹ 2,473",184,4,/college/55278-mar-athanasius-college-kothamangalam
3257,"V. V. College of Science and Technology, Palakkad"," Palakkad, Kerala",AICTE Approved,#3258,B.Sc,"₹ 1,16,700",5,3,/college/55283-v-v-college-of-science-and-technology-palakkad
3258,"N.M.S.M Govt. College, Wayanad"," Wayanad, Kerala",AICTE Approved,#3259,B.Sc,"₹ 1,16,700",2,3,/college/55284-nmsm-govt-college-wayanad
3259,"N.S.S College - [NSSC] Nemmara, Palakkad"," Palakkad, Kerala",Null,#3260,B.Sc,"₹ 1,275",16,3,/college/55285-nss-college-nssc-nemmara-palakkad
3260,"Mahatma Gandhi University, School of Medical Education - [SME], Kottayam"," Kottayam, Kerala",INC Approved,#3261,B.Sc,"₹ 82,113",8,3,/college/55286-mahatma-gandhi-university-school-of-medical-education-sme-kottayam
3261,"Noble Women's College, Manjeri"," Manjeri, Kerala",Null,#3262,B.Sc,"₹ 71,700",3,4,/college/55287-noble-womens-college-manjeri
3262,"Nucleus College Of Arts And Science, Palakkad"," Palakkad, Kerala",Null,#3263,B.Sc,"₹ 71,700",Null,Null,/college/55291-nucleus-college-of-arts-and-science-palakkad
3263,"P.M.S.A Pookoya Thangal Memorial Arts & Science College Kadakkal, Kollam"," Kollam, Kerala",Null,#3264,B.Sc,"₹ 1,12,500",2,2,/college/55295-pmsa-pookoya-thangal-memorial-arts-and-science-college-kadakkal-kollam
3264,"Panakkad Mohamedali Shihab Thangal Arts And Science College Kundoor, Malappuram"," Malappuram, Kerala",Null,#3265,B.Sc,"₹ 71,700",2,2,/college/55298-panakkad-mohamedali-shihab-thangal-arts-and-science-college-kundoor-malappuram
3265,"NSS College Nilamel, Kollam"," Kollam, Kerala",Null,#3266,B.Sc,"₹ 67,500",7,3,/college/55299-nss-college-nilamel-kollam
3266,"Peekay CICS Arts & Science College, Calicut"," Calicut, Kerala",Null,#3267,B.Sc,"₹ 71,700",8,3,/college/55300-peekay-cics-arts-and-science-college-calicut
3267,"PPTM Arts And Science College Cherur, Malappuram"," Malappuram, Kerala",Null,#3268,B.Sc,"₹ 71,700",3,3,/college/55301-pptm-arts-and-science-college-cherur-malappuram
3268,"Paramekkavu College Of Arts & Science, Thrissur"," Thrissur, Kerala",Null,#3269,B.Sc,"₹ 1,16,700",3,3,/college/55303-paramekkavu-college-of-arts-and-science-thrissur
3269,"Peoples Co-Operative Arts & Science College Munnad, Kasaragod"," Kasaragod, Kerala",AICTE Approved,#3270,B.Sc,--,3,3,/college/55304-peoples-cooperative-arts-and-science-college-munnad-kasaragod
3270,"Tharananellur Arts and Science College - [TASC] Irinjalakuda, Thrissur"," Thrissur, Kerala",UGC Approved,#3271,B.Sc,"₹ 1,21,200",3,3,/college/55305-tharananellur-arts-and-science-college-tasc-irinjalakuda-thrissur
3271,"S.N.D.P Yogam Arts & Science College - [SNDPYASC], Kasaragod"," Kasaragod, Kerala",Null,#3272,B.Sc,"₹ 2,500",Null,Null,/college/55306-sndp-yogam-arts-and-science-college-sndpyasc-kasaragod
3272,"SES College Sreekandapuram, Kannur"," Kannur, Kerala",Null,#3273,B.Sc,"₹ 22,500",7,3,/college/55307-ses-college-sreekandapuram-kannur
3273,"Naher Arts and Science College, Kannur"," Kannur, Kerala",Null,#3274,B.Sc,--,5,3,/college/55308-naher-arts-and-science-college-kannur
3274,"Najath Arts & Science College Nellippuzha, Palakkad"," Palakkad, Kerala",Null,#3275,B.Sc,"₹ 71,700",3,2,/college/55315-najath-arts-and-science-college-nellippuzha-palakkad
3275,"Sahrdaya College Of Advanced Studies - [SCAS] Kodakara, Thrissur"," Thrissur, Kerala",AICTE Approved,#3276,B.Sc,"₹ 71,700",28,3,/college/55316-sahrdaya-college-of-advanced-studies-scas-kodakara-thrissur
3276,"Sharaf Arts and Science College, Kasaragod"," Kasaragod, Kerala",Null,#3277,B.Sc,"₹ 20,550",2,4,/college/55317-sharaf-arts-and-science-college-kasaragod
3277,"St Xavier's College Kothavara, Vaikom"," Vaikom, Kerala",Null,#3278,B.Sc,"₹ 22,500",1,3,/college/55318-st-xaviers-college-kothavara-vaikom
3278,"St. Michael's College - [SMC], Cherthala"," Cherthala, Kerala",Null,#3279,B.Sc,"₹ 67,500",13,3,/college/55328-st-michaels-college-smc-cherthala
3279,"St. Mary's College - [SMCM] Manarcadu, Kottayam"," Kottayam, Kerala",Null,#3280,B.Sc,"₹ 6,205",3,4,/college/55331-st-marys-college-smcm-manarcadu-kottayam
3280,"St Joseph's College Moolamattam, Idukki"," Idukki, Kerala",Null,#3281,B.Sc,"₹ 22,000",6,3,/college/55335-st-josephs-college-moolamattam-idukki
3281,"Ernad Knowledge City College of Commerce and Science, Manjeri"," Manjeri, Kerala",AICTE Approved,#3282,B.Sc,"₹ 1,16,700",11,3,/college/55338-ernad-knowledge-city-college-of-commerce-and-science-manjeri
3282,"St Joseph's College for Women, Alappuzha"," Alappuzha, Kerala",Null,#3283,B.Sc,"₹ 67,500",1,3,/college/55341-st-josephs-college-for-women-alappuzha
3283,"Priyadarshini Arts & Science College, Malappuram"," Malappuram, Kerala",Null,#3284,B.Sc,"₹ 71,700",10,3,/college/55342-priyadarshini-arts-and-science-college-malappuram
3284,"Sree Gokulam Arts and Science College Balussery, Kozhikode"," Kozhikode, Kerala",Null,#3285,B.Sc,"₹ 71,700",3,3,/college/55344-sree-gokulam-arts-and-science-college-balussery-kozhikode
3285,"Nasra College Of Arts & Science, Malappuram"," Malappuram, Kerala",Null,#3286,B.Sc,"₹ 1,16,700",3,3,/college/55345-nasra-college-of-arts-and-science-malappuram
3286,"National College Of Arts And Science, Thiruvananthapuram"," Thiruvananthapuram, Kerala",Null,#3287,B.Sc,"₹ 1,17,000",16,3,/college/55350-national-college-of-arts-and-science-thiruvananthapuram
3287,"St Aloysius College Elthuruth, Thrissur"," Thrissur, Kerala",Null,#3288,B.Sc,"₹ 71,700",29,3,/college/55351-st-aloysius-college-elthuruth-thrissur
3288,"National College Of Arts And Science, Kozhikode"," Kozhikode, Kerala",Null,#3289,B.Sc,"₹ 1,21,200",4,3,/college/55353-national-college-of-arts-and-science-kozhikode
3289,"Sree Narayana College Chathannur, Kollam"," Kollam, Kerala",Null,#3290,B.Sc,"₹ 67,500",5,3,/college/55355-sree-narayana-college-chathannur-kollam
3290,"St Josephs College Irinjalakuda, Thrissur"," Thrissur, Kerala",Null,#3291,B.Sc,"₹ 71,700",25,4,/college/55358-st-josephs-college-irinjalakuda-thrissur
3291,"St Joseph's College Pilathara - [SJCP], Kannur"," Kannur, Kerala",Null,#3292,B.Sc,"₹ 31,100",6,3,/college/55367-st-josephs-college-pilathara-sjcp-kannur
3292,"Kerala Agricultural University, College of Co-Operation, Banking & Management Vellanikkara, Thrissur"," Thrissur, Kerala",ICAR Approved,#3293,B.Sc,--,2,3,/college/55374-kerala-agricultural-university-college-of-cooperation-banking-and-management-vellanikkara-thrissur
3293,"Sree Narayana Guru College of Advanced Studies Vazhukumpara, Thrissur"," Thrissur, Kerala",Null,#3294,B.Sc,"₹ 71,700",8,3,/college/55381-sree-narayana-guru-college-of-advanced-studies-vazhukumpara-thrissur
3294,"St Mary's College Puthanangadi, Malappuram"," Malappuram, Kerala",Null,#3295,B.Sc,"₹ 71,700",12,4,/college/55382-st-marys-college-puthanangadi-malappuram
3295,"CSI Christian Muller Women's College - [CMWC], Vadakara"," Vadakara, Kerala",Null,#3296,B.Sc,"₹ 71,700",Null,Null,/college/55383-csi-christian-muller-womens-college-cmwc-vadakara
3296,"St Mary's College, Thrissur"," Thrissur, Kerala",Null,#3297,B.Sc,"₹ 71,700",17,3,/college/55384-st-marys-college-thrissur
3297,"Arignar Anna Government Arts College Musiri, Manapparai"," Manapparai, Tamil Nadu",Null,#3298,B.Sc,"₹ 2,850",Null,Null,/college/55390-arignar-anna-government-arts-college-musiri-manapparai
3298,"St Xavier's Arts and Science College, Kozhikode"," Kozhikode, Kerala",Null,#3299,B.Sc,"₹ 71,700",6,3,/college/55391-st-xaviers-arts-and-science-college-kozhikode
3299,"Divine Institute of Media Science Muringoor - [DIMS] Muringoor, Thrissur"," Thrissur, Kerala",Null,#3300,B.Sc,"₹ 1,48,200",Null,Null,/college/55393-divine-institute-of-media-science-muringoor-dims-muringoor-thrissur
3300,"A.K.D. Dharmaraja College for Women, Rajapalayam"," Rajapalayam, Tamil Nadu",AICTE Approved,#3301,B.Sc,--,2,4,/college/55394-akd-dharmaraja-college-for-women-rajapalayam
3301,"Bon Secours College for Women, Thanjavur"," Thanjavur, Tamil Nadu",Null,#3302,B.Sc,"₹ 12,000",12,4,/college/55395-bon-secours-college-for-women-thanjavur
3302,"CPA College Of Arts And Science Punnathala, Malappuram"," Malappuram, Kerala",Null,#3303,B.Sc,"₹ 71,700",1,3,/college/55396-cpa-college-of-arts-and-science-punnathala-malappuram
3303,"Dr. R.A.N.M Arts and Science College Rangampalayam, Erode"," Erode, Tamil Nadu",Null,#3304,B.Sc,"₹ 21,800",2,2,/college/55398-dr-ranm-arts-and-science-college-rangampalayam-erode
3304,"C.Abdul Hakeem College, Vellore"," Vellore, Tamil Nadu",Null,#3305,B.Sc,₹ 765,15,3,/college/55399-cabdul-hakeem-college-vellore
3305,"Sree Narayana College, Punalur, Kollam"," Kollam, Kerala",Null,#3306,B.Sc,"₹ 67,500",4,3,/college/55400-sree-narayana-college-punalur-kollam
3306,"C.Kandaswami Naidu College, Chennai"," Chennai, Tamil Nadu",Null,#3307,B.Sc,"₹ 29,725",2,3,/college/55402-ckandaswami-naidu-college-chennai
3307,"Cardamom Planter's Association College - [CPA], Bodinayakanur"," Bodinayakanur, Tamil Nadu",Null,#3308,B.Sc,--,4,3,/college/55404-cardamom-planters-association-college-cpa-bodinayakanur
3308,"Maharaja Arts and Science College - [MASC], Coimbatore"," Coimbatore, Tamil Nadu","AICTE, UGC Approved",#3309,B.Sc,--,1,2,/college/55416-maharaja-arts-and-science-college-masc-coimbatore
3309,"Emerald Heights College for Women, Ooty"," Ooty, Tamil Nadu",Null,#3310,B.Sc,--,4,4,/college/55420-emerald-heights-college-for-women-ooty
3310,"K. P. National College of Arts and Science Batlagundu, Dindigul"," Dindigul, Tamil Nadu",Null,#3311,B.Sc,--,Null,Null,/college/55423-k-p-national-college-of-arts-and-science-batlagundu-dindigul
3311,"ERK Arts and Science College, Dharmapuri"," Dharmapuri, Tamil Nadu",Null,#3312,B.Sc,--,Null,Null,/college/55424-erk-arts-and-science-college-dharmapuri
3312,"P K R Arts College for Women - [PKRACW], Gobichettipalayam"," Gobichettipalayam, Tamil Nadu",AICTE Approved,#3313,B.Sc,--,11,4,/college/55425-p-k-r-arts-college-for-women-pkracw-gobichettipalayam
3313,"Chennai National Arts Science College, Avadi"," Avadi, Tamil Nadu",INC Approved,#3314,B.Sc,--,5,4,/college/55427-chennai-national-arts-science-college-avadi
3314,"Annai Hajira College - [AHC], Tirunelveli"," Tirunelveli, Tamil Nadu",Null,#3315,B.Sc,--,2,4,/college/55428-annai-hajira-college-ahc-tirunelveli
3315,"Cheran Arts and Science College, Kangayam"," Kangayam, Tamil Nadu","AICTE, INC Approved",#3316,B.Sc,"₹ 40,000",2,3,/college/55429-cheran-arts-and-science-college-kangayam
3316,"Mar Gregorios College of Arts and Science, Chennai"," Chennai, Tamil Nadu",AICTE Approved,#3317,B.Sc,"₹ 9,500",23,3,/college/55430-mar-gregorios-college-of-arts-and-science-chennai
